arxiv_id,year,title,category,scope,arxiv_url
2605.27419,2026,APS: Bias-Controlled Adaptive Prototype Simulation for Population-Scale LLM Agents,social_simulation,primary,https://arxiv.org/abs/2605.27419
2606.04592,2026,Synthetic Personalities: How Well Can LLMs Mimic Individual Respondents Using Socio-Economic Microdata?,survey_opinion,primary,https://arxiv.org/abs/2606.04592
2606.05697,2026,PerceptUI: LLM Agents as Human-Aligned Synthetic Users for UI/UX Evaluation,user_simulation,primary,https://arxiv.org/abs/2606.05697
2606.11079,2026,VISTA: A Versatile Interactive User Simulation Toolkit for Agent Evaluation,user_simulation,primary,https://arxiv.org/abs/2606.11079
2606.12369,2026,Should LLM Agents Decide in Social Simulations? Comparing Finite-State and LLM-Based Decision Policies,methods_validation,primary,https://arxiv.org/abs/2606.12369
2606.13629,2026,Valid Inference with Synthetic Data via Task Exchangeability,methods_validation,primary,https://arxiv.org/abs/2606.13629
2606.21820,2026,Generating Public Health Responses using Survey-Augmented LLMs,survey_opinion,primary,https://arxiv.org/abs/2606.21820
2606.26883,2026,EconSimulacra: A Digital Twin Platform of Socio-Economic Systems Powered by LLM Agents,economic_simulation,primary,https://arxiv.org/abs/2606.26883
2606.30085,2026,Not-quite-human tastes: the stylized omnivorousness of LLM survey surrogates,survey_validation,primary,https://arxiv.org/abs/2606.30085
2607.02464,2026,Will Scaling Improve Social Simulation with LLMs?,methods_validation,primary,https://arxiv.org/abs/2607.02464
2607.03091,2026,Silicon Sampling via Cross-Survey Transfer,survey_validation,primary,https://arxiv.org/abs/2607.03091
2607.26348,2026,When Synthetic Users Fail: A Cross-Domain Benchmark of LLM-Simulated Human Survey Responses,survey_validation,primary,https://arxiv.org/abs/2607.26348
2608.07519,2026,From Survey Personas to LLM Agents: A Generative Agent-based Simulation of Mobility Policy Preference Dynamics,social_simulation,primary,https://arxiv.org/abs/2608.07519
2608.14079,2026,The Conditional Superiority of Fast Silicon Sampling,survey_validation,primary,https://arxiv.org/abs/2608.14079
2608.16897,2026,CityReal: Human-Aligned Urban Behavior and City Dynamics Simulation with Large-Scale LLM Agents,social_simulation,primary,https://arxiv.org/abs/2608.16897
2608.20344,2026,Beyond Raw Transcripts: Structured Persona Extraction for LLM-Based Digital Twins,digital_twins,primary,https://arxiv.org/abs/2608.20344
