arxiv_id,year,title,category,scope,arxiv_url
2507.17842,2025,Shop-R1: Rewarding LLMs to Simulate Human Behavior in Online Shopping via Reinforcement Learning,consumer_simulation,extended,https://arxiv.org/abs/2507.17842
2507.19364,2025,Integrating LLM in Agent-Based Social Simulation: Opportunities and Challenges,methods_review,primary,https://arxiv.org/abs/2507.19364
2507.22897,2025,RecUserSim: A Realistic and Diverse User Simulator for Evaluating Conversational Recommender Systems,user_simulation,primary,https://arxiv.org/abs/2507.22897
2508.02630,2025,"What Is Your AI Agent Buying? Evaluation, Biases, Model Dependence, & Emerging Implications for Agentic E-Commerce",consumer_simulation,extended,https://arxiv.org/abs/2508.02630
2508.04266,2025,ShoppingBench: A Real-World Intent-Grounded Shopping Benchmark for LLM-based Agents,consumer_simulation,extended,https://arxiv.org/abs/2508.04266
2508.06950,2025,Large Language Models Do Not Simulate Human Psychology,methods_validation,primary,https://arxiv.org/abs/2508.06950
2509.06337,2025,Large Language Models as Virtual Survey Respondents: Evaluating Sociodemographic Response Generation,survey_opinion,primary,https://arxiv.org/abs/2509.06337
2509.09871,2025,Emulating Public Opinion in Chile with Large Language Models,survey_opinion,primary,https://arxiv.org/abs/2509.09871
2509.13397,2025,The Threat of Analytic Flexibility in LLM-Based Synthetic Data,methods_validation,primary,https://arxiv.org/abs/2509.13397
2509.16457,2025,Implicit Behavioral Alignment of Language Agents in High-Stakes Crowd Simulations,human_behavior,primary,https://arxiv.org/abs/2509.16457
2509.17703,2025,Why Are We Moral? An LLM-based Agent Simulation Approach to Study Moral Evolution,social_simulation,primary,https://arxiv.org/abs/2509.17703
2509.19088,2025,Digital Twins as Funhouse Mirrors: Five Key Distortions,digital_twins,primary,https://arxiv.org/abs/2509.19088
2509.21501,2025,LLM Agent Meets Agentic AI: Can LLM Agents Simulate Customers to Evaluate Agentic-AI-based Shopping Assistants?,consumer_simulation,extended,https://arxiv.org/abs/2509.21501
2510.07230,2025,Customer-R1: Personalized Simulation of Human Behaviors via RL-based LLM Agent in Online Shopping,consumer_simulation,extended,https://arxiv.org/abs/2510.07230
2510.08338,2025,LLMs Reproduce Human Purchase Intent via Semantic Similarity Elicitation of Likert Ratings,consumer_simulation,primary,https://arxiv.org/abs/2510.08338
2510.11586,2025,Survey Response Generation with Large Language Models,survey_opinion,primary,https://arxiv.org/abs/2510.11586
2510.18155,2025,LLM-Based Multi-Agent System for Simulating and Analyzing Marketing and Consumer Behavior,consumer_simulation,extended,https://arxiv.org/abs/2510.18155
2510.19245,2025,"See, Think, Act: Online Shopper Behavior Simulation with VLM Agents",consumer_simulation,extended,https://arxiv.org/abs/2510.19245
2510.21180,2025,Social Simulations with Large Language Models Risk Utopian Illusion,methods_validation,primary,https://arxiv.org/abs/2510.21180
2511.00222,2025,Consistently Simulating Human Personas with Multi-Turn Reinforcement Learning,human_behavior,primary,https://arxiv.org/abs/2511.00222
2512.08939,2025,Assessing the Human-Likeness of LLM-Driven Digital Twins in Simulating Health Care System Trust,digital_twins,primary,https://arxiv.org/abs/2512.08939
2512.14562,2025,PolyPersona: A Benchmark for Evaluating Persona Fidelity in Large Language Models,methods_validation,primary,https://arxiv.org/abs/2512.14562
2512.22725,2025,Mitigating Social Desirability Bias in Random Silicon Sampling,survey_validation,primary,https://arxiv.org/abs/2512.22725
